SampleName,Dataset,xsec [pb],xsec unc [pb],Ntuple List,Pileup File,Nevents,SumW,SumW2,Neff,Luminosity [/fb],TLatexName,,,
ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1,0.0007438,0.00000613,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h42p0em7Ptg6002jetsMadgraphV1.root,10892,10892,10892,10892,14643.72143,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1,0.2025,0.0006465,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg130to6002jetsMadgraphV1.root,68445,68445,68445,68445,338,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1,0.000744,0.000006359,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h44p0em7Ptg6002jetsMadgraphV1.root,10343,10343,10343,10343,13901.88172,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1,0.2016,0.0006501,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg130to6002jetsMadgraphV1.root,66841,66841,66841,66841,331.5525794,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1,0.0007514,0.00000608,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h45p0em7Ptg6002jetsMadgraphV1.root,11502,11502,11502,11502,15307.42614,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2027,0.0006559,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.root,66570,66570,66570,66570,328.4163789,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg6002jetsMadgraphV1,0.0007384,0.000006181,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m2p0em7Ptg6002jetsMadgraphV1.root,10808,10808,10808,10808,14637.05309,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1,0.2026,0.0006466,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1.root,67823,67823,67823,67823,334.76308,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg6002jetsMadgraphV1,0.0007462,0.000006267,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m4p0em7Ptg6002jetsMadgraphV1.root,10435,10435,10435,10435,13984.18655,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1,0.2034,0.0006505,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1.root,68045,68045,68045,68045,334.5378564,,,TRUE,TRUE
ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg6002jetsMadgraphV1,0.0007375,0.000006112,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh34p0em4h4m5p0em7Ptg6002jetsMadgraphV1.root,10817,10817,10817,10817,14667.11864,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h40p0Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h40p0Ptg130to6002jetsMadgraphV1,0.2023,0.0006466,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h40p0Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h40p0Ptg130to6002jetsMadgraphV1.root,68289,68289,68289,68289,337.5630252,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h40p0Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h40p0Ptg6002jetsMadgraphV1,0.0007417,0.000006186,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h40p0Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h40p0Ptg6002jetsMadgraphV1.root,10867,10867,10867,10867,14651.47634,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg130to6002jetsMadgraphV1,0.2024,0.0006497,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg130to6002jetsMadgraphV1.root,67099,67099,67099,67099,331.5167984,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg6002jetsMadgraphV1,0.0007428,0.000006198,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h42p0em7Ptg6002jetsMadgraphV1.root,10862,10862,10862,10862,14623.04793,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg130to6002jetsMadgraphV1,0.2027,0.0006498,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg130to6002jetsMadgraphV1.root,67228,67228,67228,67228,331.6625555,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg6002jetsMadgraphV1,0.000739,0.000006112,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h44p0em7Ptg6002jetsMadgraphV1.root,10811,10811,10811,10811,14629.22869,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg130to6002jetsMadgraphV1,0.2017,0.000653,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg130to6002jetsMadgraphV1.root,66274,66274,66274,66274,328.5770947,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg6002jetsMadgraphV1,0.0007426,0.000006053,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h45p0em7Ptg6002jetsMadgraphV1.root,11383,11383,11383,11383,15328.57528,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2027,0.0006509,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg130to6002jetsMadgraphV1.root,67139,67139,67139,67139,331.223483,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg6002jetsMadgraphV1,0.0007325,0.000006014,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m2p0em7Ptg6002jetsMadgraphV1.root,11250,11250,11250,11250,15358.36177,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1,0.2016,0.0006535,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg130to6002jetsMadgraphV1.root,66156,66156,66156,66156,328.1547619,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg6002jetsMadgraphV1,0.0007298,0.000006014,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m4p0em7Ptg6002jetsMadgraphV1.root,11192,11192,11192,11192,15335.70841,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1,0.2027,0.0006508,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg130to6002jetsMadgraphV1.root,66609,66609,66609,66609,328.6087815,,,TRUE,TRUE
ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg6002jetsMadgraphV1,0.000745,0.000006197,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m3p5em4h4m5p0em7Ptg6002jetsMadgraphV1.root,10912,10912,10912,10912,14646.97987,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h40p0Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h40p0Ptg130to6002jetsMadgraphV1,0.2023,0.000652,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h40p0Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h40p0Ptg130to6002jetsMadgraphV1.root,66501,66501,66501,66501,328.7246663,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h40p0Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h40p0Ptg6002jetsMadgraphV1,0.0007429,0.000006345,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h40p0Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h40p0Ptg6002jetsMadgraphV1.root,10354,10354,10354,10354,13937.27285,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg130to6002jetsMadgraphV1,0.2024,0.0006544,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg130to6002jetsMadgraphV1.root,66454,66454,66454,66454,328.3300395,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg6002jetsMadgraphV1,0.0007323,0.000006024,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h42p0em7Ptg6002jetsMadgraphV1.root,11221,11221,11221,11221,15322.95507,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg130to6002jetsMadgraphV1,0.2023,0.0006555,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg130to6002jetsMadgraphV1.root,66094,66094,66094,66094,326.7128028,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg6002jetsMadgraphV1,0.0007429,0.000006114,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h44p0em7Ptg6002jetsMadgraphV1.root,10879,10879,10879,10879,14643.96285,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg130to6002jetsMadgraphV1,0.2023,0.000646,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg130to6002jetsMadgraphV1.root,68419,68419,68419,68419,338.2056352,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg6002jetsMadgraphV1,0.0007468,0.000006066,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h45p0em7Ptg6002jetsMadgraphV1.root,11436,11436,11436,11436,15313.3369,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1,0.2026,0.0006509,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg130to6002jetsMadgraphV1.root,67247,67247,67247,67247,331.9200395,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg6002jetsMadgraphV1,0.0007489,0.000006071,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m2p0em7Ptg6002jetsMadgraphV1.root,11478,11478,11478,11478,15326.47884,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1,0.2024,0.0006576,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg130to6002jetsMadgraphV1.root,65759,65759,65759,65759,324.8962451,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg6002jetsMadgraphV1,0.0007288,0.000006153,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m4p0em7Ptg6002jetsMadgraphV1.root,10671,10671,10671,10671,14641.87706,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1,0.2018,0.0006538,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg130to6002jetsMadgraphV1.root,66243,66243,66243,66243,328.2606541,,,TRUE,TRUE
ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg6002jetsMadgraphV1,ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg6002jetsMadgraphV1,0.0007446,0.000006054,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg6002jetsMadgraphV1.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZnunugammaaTGCZggh3m4p0em4h4m5p0em7Ptg6002jetsMadgraphV1.root,11420,11420,11420,11420,15337.09374,,,TRUE,TRUE
ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraph,/ZNuNuGJets_MonoPhoton_PtG-130_TuneCP5_13TeV-madgraph/RunIIFall17MiniAODv2-PU2017_12Apr2018_94X_mc2017_realistic_v14-v1/MINIAODSIM,.2038,.00007422,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraph.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZNuNuGJetsMonoPhotonPtG130TuneCP513TeVmadgraph.root,5127446,5110900,5127446,5094407.393,24997.09221,Z(#rightarrow#nu#nu)+#gamma,,TRUE,TRUE
ZZTuneCP513TeVpythia8,/ZZ_TuneCP5_13TeV-pythia8/RunIIFall17MiniAODv2-PU2017_12Apr2018_new_pmx_94X_mc2017_realistic_v14-v2/MINIAODSIM,12.14,.004468,/local/cms/user/wadud/aNTGCmet/aNTGC_analysis/data/ntuples_CMSSW_10_6_18_METbugfix/ZZTuneCP513TeVpythia8.txt,/hdfs/cms/user/wadud/anTGC/analysis_data/pileup_CMSSW_10_6_18_METbugfix/ZZTuneCP513TeVpythia8.root,1925931,1925931,1925931,1925931,158.6434102,ZZ,,TRUE,TRUE




